record_id,source,source_query,export_filename,paper_title,authors,year,venue,doi,arxiv_id,paper_url,abstract,author_keywords,index_keywords,citation_count,document_type,dataset_or_benchmark,modality,task_category,method_family,input_type,output_type,application_area,relevance_score,tier,reason_kept_or_removed,bibtex,pdf_saved,github_url,_normalized_title
SCOPUS_scopus_fewshot_exemplar_00114,Scopus,fewshot exemplar,scopus_fewshot_exemplar.csv,Indiscernible Object Counting in Underwater Scenes,Sun G.; An Z.; Liu Y.; Liu C.; Sakaridis C.; Fan D.-P.; Gool L.V.,2023,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,10.1109/cvpr52729.2023.01325,,https://www.scopus.com/pages/publications/85159726804?origin=resultslist,"Recently, indiscernible scene understanding has attracted a lot of attention in the vision community. We further advance the frontier of this field by systematically studying a new challenge named indiscernible object counting (IOC), the goal of which is to count objects that are blended with respect to their surroundings. Due to a lack of appropriate IOC datasets, we present a large-scale dataset IOCfish5K which contains a total of 5,637 high-resolution images and 659,024 annotated center points. Our dataset consists of a large number of indiscernible objects (mainly fish) in underwater scenes, making the annotation process all the more challenging. IOCfish5K is superior to existing datasets with indiscernible scenes because of its larger scale, higher image resolutions, more annotations, and denser scenes. All these aspects make it the most challenging dataset for IOC so far, supporting progress in this area. For benchmarking purposes, we select 14 mainstream methods for object counting and carefully evaluate them on IOCfish5K. Furthermore, we propose IOCFormer, a new strong baseline that combines density and regression branches in a unified framework and can effectively tackle object counting under concealed scenes. Experiments show that IOCFormer achieves state-of-the-art scores on IOCfish5K. The resources are available at github.com/GuoleiSun/Indiscernible-Object-Counting. © 2023 IEEE.",Scene analysis and understanding,Benchmarking; Center points; High-resolution images; Large-scale datasets; Large-scales; Object counting; Scene analysis; Scene understanding; Underwater scenes; Unified framework; Vision communities; Image annotation,42,Conference paper,,image,Dataset/Benchmark; Few-shot/Class-agnostic,Dataset/Benchmark; Few-shot/Class-agnostic,Image,Count Only,general visual counting,,Exclude,duplicate DOI,,,,indiscernible object counting in underwater scenes
SCOPUS_scopus_fewshot_exemplar_00115,Scopus,fewshot exemplar,scopus_fewshot_exemplar.csv,CLIP-Count: Towards Text-Guided Zero-Shot Object Counting,Jiang R.; Liu L.; Chen C.,2023,MM 2023 - Proceedings of the 31st ACM International Conference on Multimedia,10.1145/3581783.3611789,,https://www.scopus.com/pages/publications/85179555997?origin=resultslist,"Recent advances in visual-language models have shown remarkable zero-shot text-image matching ability that is transferable to downstream tasks such as object detection and segmentation. Adapting these models for object counting, however, remains a formidable challenge. In this study, we first investigate transferring vision-language models (VLMs) for class-agnostic object counting. Specifically, we propose CLIP-Count, the first end-to-end pipeline that estimates density maps for open-vocabulary objects with text guidance in a zero-shot manner. To align the text embedding with dense visual features, we introduce a patch-text contrastive loss that guides the model to learn informative patch-level visual representations for dense prediction. Moreover, we design a hierarchical patch-text interaction module to propagate semantic information across different resolution levels of visual features. Benefiting from the full exploitation of the rich image-text alignment knowledge of pretrained VLMs, our method effectively generates high-quality density maps for objects-of-interest. Extensive experiments on FSC-147, CARPK, and ShanghaiTech crowd counting datasets demonstrate state-of-the-art accuracy and generalizability of the proposed method. Code is available: https://github.com/songrise/CLIP-Count. https://github.com/songrise/CLIP-Count. © 2023 ACM.",class-agnostic object counting; clip; text-guided; zero-shot,Computational linguistics; Computer vision; Object recognition; Semantic Segmentation; Semantics; Visual languages; Zero-shot learning; Class-agnostic object counting; Clip; Density maps; Language model; Object counting; Text images; Text-guided; Visual feature; Visual language model; Zero-shot; Object detection,83,Conference paper,FSC-147; CARPK; ShanghaiTech,image; multimodal,Dataset/Benchmark; Few-shot/Class-agnostic; Zero-shot/Open-vocabulary; Foundation/Vision-language; Density-based; Detection/Segmentation-based,Dataset/Benchmark; Few-shot/Class-agnostic; Zero-shot/Open-vocabulary; Foundation/Vision-language; Density-based; Detection/Segmentation-based,Image; Text Prompt,Density Map + Count; Boxes + Count; Masks + Count,crowd/traffic,,Exclude,duplicate DOI,,,,clip count towards text guided zero shot object counting
SCOPUS_scopus_fewshot_exemplar_00116,Scopus,fewshot exemplar,scopus_fewshot_exemplar.csv,"Wafer Pattern Counting, Detection and Classification Based on Encoder-Decoder CNN Structure",Lin Y.,2022,IEEE International Conference on Electro Information Technology,10.1109/eit53891.2022.9813870,,https://www.scopus.com/pages/publications/85134293133?origin=resultslist,"This paper designs an automatic wafer pattern counting pipeline based on a convolutional neural network (CNN) based structure, also called the WPCCNN network pipeline. The study will utilize deep learning algorithms to detect, binary classify and count wafer patterns. In the sample dataset, over two hundred wafers have been scanned by industrial computed tomography, containing 11 different patterns for the dataset images. Each image includes three processed steps. Moreover, it utilizes the lightweight CNN structure to demonstrate detection, classification, and estimated counting [1, 3]. Besides, the study also uses encoder and decoder structure on the CNN algorithm to obtain the closest expected output. Compared to traditional object counting methods, such as localization and density estimation, using this new method to count objects will be more accurate, faster, and more accessible [1-3]. The experiment results indicate that our algorithm is highly accurate with the paring between the original patterns and the labeled markers. The average counting accuracy is 99.6% in a single wafer. © 2022 IEEE.",Convolutional neural network (CNN); Decoder; Deep learning; Detection; Encoder; GPU; Image classification; Pattern Counting; Wafer,Computerized tomography; Convolution; Convolutional neural networks; Decoding; Deep learning; Graphics processing unit; Learning algorithms; Network coding; Pipelines; Convolutional neural network; Decoder; Deep learning; Detection; Encoder; Images classification; Pattern counting; Wafer; Wafer patterns; Image classification,5,Conference paper,,image; multimodal,Dataset/Benchmark; Few-shot/Class-agnostic; Foundation/Vision-language; Density-based; Detection/Segmentation-based,Dataset/Benchmark; Few-shot/Class-agnostic; Foundation/Vision-language; Density-based; Detection/Segmentation-based,Image,Density Map + Count; Boxes + Count,general visual counting,,Exclude,duplicate DOI,,,,wafer pattern counting detection and classification based on encoder decoder cnn structure
SCOPUS_scopus_fewshot_exemplar_00117,Scopus,fewshot exemplar,scopus_fewshot_exemplar.csv,A DENSITY-GUIDED TEMPORAL ATTENTION TRANSFORMER FOR INDISCERNIBLE OBJECT COUNTING IN UNDERWATER VIDEOS,Yang C.-Y.; Huang H.-W.; Jiang Z.; Wang H.; Wallace F.; Hwang J.-N.,2024,"ICASSP, IEEE International Conference on Acoustics, Speech and Signal Processing - Proceedings",10.1109/icassp48485.2024.10447513,,https://www.scopus.com/pages/publications/85195377741?origin=resultslist,"Dense object counting or crowd counting has come a long way thanks to the recent development in the vision community. However, indiscernible object counting, which aims to count the number of targets that are blended with respect to their surroundings, has been a challenge. Image-based object counting datasets have been the mainstream of the current publicly available datasets. Therefore, we propose a large-scale dataset called YoutubeFish-35, which contains a total of 35 sequences of high-definition videos with high frame-per-second and more than 159,000 annotated center points across a selected variety of scenes. For bench-marking purposes, we select three mainstream methods for dense object counting and carefully evaluate them on the newly collected dataset. We propose TransVidCount, a new strong baseline that combines density and regression branches along the temporal domain in a unified framework and can effectively tackle indiscernible object counting with state-of-the-art performance on YoutubeFish-35 dataset. © 2024 IEEE.",Indiscernible Object Counting; Temporal Transformer; Underwater Vision,,8,Conference paper,,video,Dataset/Benchmark; Few-shot/Class-agnostic; Density-based,Dataset/Benchmark; Few-shot/Class-agnostic; Density-based,Video,Count Only,crowd/traffic,,Exclude,duplicate DOI,,,,a density guided temporal attention transformer for indiscernible object counting in underwater videos
SCOPUS_scopus_fewshot_exemplar_00118,Scopus,fewshot exemplar,scopus_fewshot_exemplar.csv,Versatile correlation learning for size-robust generalized counting: A new perspective,Yang H.; Cai S.; Deng B.; Wei M.; Zhang Y.,2024,Knowledge-Based Systems,10.1016/j.knosys.2024.111394,,https://www.scopus.com/pages/publications/85182915142?origin=resultslist,"Generalized counting has recently emerged to count novel-class objects within a query image, leveraging limited exemplars. Although methods based on exemplar-query pairs matching have made impressive progress, they typically rely on a single correlation representation, regardless of the varying sizes of objects, which limits more accurate counting. In this paper, we introduce a novel and conceptually straightforward perspective to guide the design of our correlation mechanism that enhances the effectiveness of counting size-diversity objects. Our new perspective encompasses three key aspects: (1) Small objects typically exhibit features concentrated within limited spatial regions, underscoring the importance of an effective channel-wise correlation mechanism for small object counting. (2) Large objects tend to possess rich spatial semantics, making an effective spatial-wise correlation mechanism crucial for large object counting. (3) Integrating both channel-wise and spatial-wise correlation mechanisms holds the potential to enhance counting accuracy across different object sizes. Building upon the above perspective, firstly, we propose a simple yet effective Dual-level Channel-wise Correlation (DCC) module that utilizes kernel-wise correlation and distinct correlation to encode global-to-local channel-wise relationships, enhancing small objects counting accuracy. Secondly, we develop a 4D-convolution-based Spatial-aware Correlation (4DSC) module to extract local-to-local spatial correlation in 4D space, promoting large objects counting accuracy. Finally, we combine the proposed DCC and 4DSC to realize our Versatile Correlation Module (VCM) to simultaneously process both small and large objects, providing adaptability to object size diversity. Extensive experiments on the FSC-147 dataset and CARPK dataset demonstrate the effectiveness of the proposed methods and the superior performance of our counting model. © 2024",Deep neural network; Generalized counting; Object counting; Size-robust counting; Versatile correlation learning,Semantics; Class objects; Generalized counting; Object counting; Object size; Pair matching; Query images; Size-robust counting; Small objects; Spatial regions; Versatile correlation learning; Deep neural networks,2,Article,FSC-147; CARPK,image,Dataset/Benchmark; Few-shot/Class-agnostic,Dataset/Benchmark; Few-shot/Class-agnostic,Image; Exemplar Boxes/Patches,Count Only,general visual counting,,Exclude,duplicate DOI,,,,versatile correlation learning for size robust generalized counting a new perspective
SCOPUS_scopus_fewshot_exemplar_00119,Scopus,fewshot exemplar,scopus_fewshot_exemplar.csv,Digital Classroom: Automated Visual Counting System in Political Education Classes,Xu Y.; Zhao W.; Niu L.; Sun W.,2024,"2024 5th International Conference on Information Science and Education, ICISE-IE 2024",10.1109/icise-ie64355.2024.11025417,,https://www.scopus.com/pages/publications/105009135628?origin=resultslist,"This study aims to develop a deep learning-based visual counting system for automatically counting students in political education classes, enhancing the efficiency of classroom attendance monitoring. The system employs the FamNet model, which utilizes multi-scale feature extraction and density map prediction techniques to achieve high-precision student counting. Through automated image acquisition and analysis, this system replaces traditional manual attendance methods. Experimental results demonstrate that FamNet outperforms GMN in counting accuracy, precision, and generalizability, making it suitable for complex classroom settings. This system not only improves classroom management efficiency but also shows potential for broader applications in educational contexts. © 2024 IEEE.",deep learning; educational management; political education classes; visual counting,E-learning; Education computing; Efficiency; Students; Teaching; Attendance monitoring; Counting system; Deep learning; Digital classroom; Educational management; Feature density; Features extraction; Multi-scale features; Political education class; Visual counting; Deep learning,0,Conference paper,,image,Few-shot/Class-agnostic; Density-based,Few-shot/Class-agnostic; Density-based,Image,Density Map + Count,general visual counting,,Exclude,duplicate DOI,,,,digital classroom automated visual counting system in political education classes
SCOPUS_scopus_fewshot_exemplar_00120,Scopus,fewshot exemplar,scopus_fewshot_exemplar.csv,Real-time Image Processing for Production Tracking in Manufacturing Plant,Vexo W.; Jeenanunta C.; Chou K.; Tunpan A.; Sirimarnkit N.; Vong T.; Thourn K.,2023,"2023 3rd International Symposium on Instrumentation, Control, Artificial Intelligence, and Robotics, ICA-SYMP 2023",10.1109/ica-symp56348.2023.10044734,,https://www.scopus.com/pages/publications/85149697239?origin=resultslist,"Tracking the number of work-in-process (WIP) and finished goods is a big challenge in factories. Additional workers are required to perform this task. It is a tedious and error-prone task for the workers. The production planners need to add additional finished goods to their production schedules to account for unknown mismatched production, which wastes a lot of money, workforce, and time in manufacturing. In recent years, there has been an advancement in computer vision, such as object recognition and detection. This research proposes a method using image processing to count the WIP in safety shoe manufacturing. This technique combines Yolov4-tiny as a detection engine and Deepsort algorithms along with OpenCV to track, count, and classify products for a real process in a factory. Special regions are assigned in the video frame to count the shoes and bad-quality shoes. The experiment is demonstrated on 5 videos streaming from the CCTV inside the factory. The results have shown that besides the blurry streaming, the proposed algorithm can track and classify both categories of shoes effectively. © 2023 IEEE.",Deepsort; Image Processing; OpenCV; Real-time Object Detection; Realtime object counting; YOLOv4-tiny,Industrial research; Object detection; Production control; Shoe manufacture; Deepsort; Images processing; Object counting; Objects detection; Opencv; Real- time; Real-time object detection; Realtime object counting; YOLOv4-tiny; Object recognition,0,Conference paper,,video,Few-shot/Class-agnostic; Detection/Segmentation-based; Tracking/Unique-count,Few-shot/Class-agnostic; Detection/Segmentation-based; Tracking/Unique-count,Video,Tracks + Unique Count; Boxes + Count,agriculture,,Exclude,duplicate DOI,,,,real time image processing for production tracking in manufacturing plant
SCOPUS_scopus_fewshot_exemplar_00121,Scopus,fewshot exemplar,scopus_fewshot_exemplar.csv,A vision transformer-based robotic perception for early tea chrysanthemum flower counting in field environments,Qi C.; Chen K.; Gao J.,2025,Journal of Field Robotics,10.1002/rob.22398,,https://www.scopus.com/pages/publications/85198939476?origin=resultslist,"The current mainstream approaches for plant organ counting are based on convolutional neural networks (CNNs), which have a solid local feature extraction capability. However, CNNs inherently have difficulties for robust global feature extraction due to limited receptive fields. Visual transformer (ViT) provides a new opportunity to complement CNNs' capability, and it can easily model global context. In this context, we propose a deep learning network based on a convolution-free ViT backbone (tea chrysanthemum-visual transformer [TC-ViT]) to achieve the accurate and real-time counting of TCs at their early flowering stage under unstructured environments. First, all cropped fixed-size original image patches are linearly projected into a one-dimensional vector sequence and fed into a progressive multiscale ViT backbone to capture multiple scaled feature sequences. Subsequently, the obtained feature sequences are reshaped into two-dimensional image features and using a multiscale perceptual field module as a regression head to detect the overall scale and density variance. The resulting model was tested on 400 field images in the collected TC test data set, showing that the proposed TC-ViT achieved the mean absolute error and mean square error of 12.32 and 15.06, with the inference speed of 27.36 FPS (512 × 512 image size) under the NVIDIA Tesla V100 GPU environment. It is also shown that light variation had the greatest effect on TC counting, whereas blurring had the least effect. This proposed method enables accurate counting for high-density and occlusion objects in field environments and this perception system could be deployed in a robotic platform for selective harvesting and flower phenotyping. © 2024 The Author(s). Journal of Field Robotics published by Wiley Periodicals LLC.",agricultural robotics; density map estimation; high density object counting; visual transformer,Agricultural robots; Computerized tomography; Convolution; Deep learning; Extraction; Feature extraction; Mean square error; Robot vision; Statistical tests; Vision; Agricultural robotics; Convolutional neural network; Density map estimation; Density maps; Density objects; High density object counting; In-field; MAP estimation; Object counting; Visual transformer; Convolutional neural networks,4,Article,,image,Few-shot/Class-agnostic; Density-based; Detection/Segmentation-based,Few-shot/Class-agnostic; Density-based; Detection/Segmentation-based,Image,Density Map + Count; Boxes + Count,agriculture,,Exclude,duplicate DOI,,,,a vision transformer based robotic perception for early tea chrysanthemum flower counting in field environments
SCOPUS_scopus_fewshot_exemplar_00122,Scopus,fewshot exemplar,scopus_fewshot_exemplar.csv,Dynamic example network for class-agnostic object counting,Liu X.; Li G.; Qi Y.; Yan Z.; Zhang W.; Qing L.; Huang Q.,2026,Pattern Recognition,10.1016/j.patcog.2025.111998,,https://www.scopus.com/pages/publications/105009049366?origin=resultslist,"This work addresses the class-agnostic counting and localization task, a critical challenge in computer vision where the goal is to count and locate objects of any category in an image using a few annotated examples. The primary challenge arises from the limited information on appearance due to the lack of diverse examples, which hampers the model's ability to generalize to varied object appearances. To tackle this issue, we propose a dynamic example network (DEN), consisting of a Location and Example Decoder module (LEDM) designed to incrementally expand the set of examples and refine predictions through multiple iterations. Additionally, our negative example mining strategy identifies informative negative examples across the entire dataset, further improving the model's discriminative capacity. Extensive experiments on five datasets—FSC-147, FSCD-LVIS, CARPARK, UAVCC, and Visdrone—demonstrate the effectiveness of our approach, showing marked improvements over several state-of-the-art methods. The source code and trained models will be publicly accessible to facilitate further research and application in the field. © 2025 Elsevier Ltd",Counting everything; Dynamic network; Few-shot counting,Counting everything; Critical challenges; Dynamic network; Few-shot counting; Limited information; Localisation; Modeling abilities; Negative examples; Object appearance; Object counting; Data mining,3,Article,FSC-147,remote_sensing; aerial,Dataset/Benchmark; Few-shot/Class-agnostic,Dataset/Benchmark; Few-shot/Class-agnostic,Remote Sensing Image; Exemplar Boxes/Patches,Boxes + Count,remote sensing/aerial,,Exclude,duplicate DOI,,,,dynamic example network for class agnostic object counting
SCOPUS_scopus_fewshot_exemplar_00123,Scopus,fewshot exemplar,scopus_fewshot_exemplar.csv,Packed Fruits and Vegetables Visual Classification and Segmentation Benchmark,Illarionova S.; Nesteruk S.; Elina T.; Bezzateev S.; Burnaev E.,2025,Scientific Data,10.1038/s41597-025-06298-6,,https://www.scopus.com/pages/publications/105026405433?origin=resultslist,"We introduce a novel dataset for visual recognition systems in retail automation, focusing specifically on fruits and vegetables. The dataset comprises 34 species and 65 varieties, featuring fairly balanced classes and including packed goods in plastic bags. We capture each sample from multiple viewpoints and provide additional annotations, such as object count and total weight. Furthermore, a subset of samples for each class includes segmentation masks. This dataset aims to overcome the limitations of current open-access datasets by providing a more comprehensive and diverse set of training data. A total of 72 annotators collected over 100,000 images of 370,000 objects across multiple shops and cities. Around 9,000 images have manual segmentation masks. To facilitate research in this area, we provide baseline results for zero-shot and supervised classification, instance segmentation, and object counting tasks. We also investigate the impact of packaging and background type on model performance. Ultimately, this dataset is designed to support the development of multitask models for visual recognition in offline retail settings. © The Author(s) 2025.",,Benchmarking; Food Packaging; Fruit; Vegetables; benchmarking; classification; food packaging; fruit; vegetable,0,Article,,image; multimodal,Dataset/Benchmark; Few-shot/Class-agnostic; Zero-shot/Open-vocabulary; Foundation/Vision-language; Detection/Segmentation-based,Dataset/Benchmark; Few-shot/Class-agnostic; Zero-shot/Open-vocabulary; Foundation/Vision-language; Detection/Segmentation-based,Image,Masks + Count,agriculture,,Exclude,duplicate DOI,,,,packed fruits and vegetables visual classification and segmentation benchmark
SCOPUS_scopus_fewshot_exemplar_00124,Scopus,fewshot exemplar,scopus_fewshot_exemplar.csv,Zero-shot object counting with visual feature extraction and language-guidance,Ma G.; Zhu Z.,2025,Proceedings of Machine Learning Research,,,https://www.scopus.com/pages/publications/105025526585?origin=resultslist,"Zero-Shot Object Counting (ZSC) focuses on counting objects of any class in a query image without the need for user-supplied exemplars. Recently, ZSC has attracted growing interest because of its broad applicability and higher efficiency when contrasted with Few-Shot Object Counting (FSC). Different from FSC, a significant problem in existing ZSC methods is their failure to efficiently recognize high-quality exemplar features. In this paper, we propose a Zero-Shot Object Counting network with Visual Feature Extraction and Language-Guidance (VELG). Through the visual feature extraction module, we progressively fuse the scale and geometric information of the exemplars. Meanwhile, we introduce a language-guidance module that helps the exemplar learn informative image-level visual representations and refine the exemplar features using Contrastive Language-Image Pre-training. Extensive experiments on the FSC147 and CARPK datasets verify the accuracy and strong generalizability of the proposed approach. © 2025 G. Ma & Z. Zhu.",Clip; Object counting; Zero-shot,Computer hardware description languages; Electronic guidance systems; Feature extraction; Clip; Counting networks; Feature language; Geometric information; High quality; Higher efficiency; Object counting; Query images; Visual feature extraction; Zero-shot; Extraction; Visual languages,0,Conference paper,CARPK,image; multimodal,Dataset/Benchmark; Few-shot/Class-agnostic; Zero-shot/Open-vocabulary; Foundation/Vision-language,Dataset/Benchmark; Few-shot/Class-agnostic; Zero-shot/Open-vocabulary; Foundation/Vision-language,Image; Text Prompt; Exemplar Boxes/Patches,Count Only,general visual counting,,Exclude,duplicate normalized title,,,,zero shot object counting with visual feature extraction and language guidance
SCOPUS_scopus_fewshot_exemplar_00125,Scopus,fewshot exemplar,scopus_fewshot_exemplar.csv,DOPNet: Dense Object Prediction Network for Multiclass Object Counting and Localization in Remote Sensing Images,Cui M.; Ding G.; Yang D.; Chen Z.,2024,IEEE Transactions on Geoscience and Remote Sensing,10.1109/tgrs.2024.3349702,,https://www.scopus.com/pages/publications/85182351432?origin=resultslist,"Object counting and localization for remote sensing images are effective means to solve large-scale object analysis problems. Nowadays, most counting methods obtain the number of objects by employing convolutional neural network (CNN) to regress a density map of objects. Even if these leading methods have achieved impressive performances, they simply focus on estimating the number of single-class objects, without providing location information and cannot support multiclass objects. To tackle these problems, a point-based network named Dense Object Prediction Network (DOPNet) is proposed for multiclass object counting and localization for remote sensing images. DOPNet differs from the conventional approach of predicting multiple density maps by incorporating category attributes into the predicted objects, enabling the accurate counting and localization of multiclass objects. Specifically, DOPNet adopts a multiscale architecture (MS) to provide dense predictions of object proposals. A scale adaptive feature enhancement module (SAFEM) is designed to predict scales of objects for the suppression of duplicate proposals. Given only point level annotations for training, a pseudo-box generation algorithm is designed to find the most suitable pseudo-box of each annotated object for the supervision of scale learning. Comprehensive experiments prove that DOPNet can achieve preferable performance on challenging benchmarks of counting while providing object locations. Code and pre-trained models are available at https://github.com/Ceoilmp/DOPNet. © 1980-2012 IEEE.",Dense object prediction network (DOPNet); localization; multiclass object counting; point-based network; remote sensing,Benchmarking; Forecasting; Location; Neural networks; Annotation; Class objects; Dense object prediction network; Features extraction; Localisation; Location awareness; Multi-class object counting; Object counting; Point-based; Point-based network; Prediction algorithms; Proposal; Remote-sensing; artificial neural network; detection method; remote sensing; satellite imagery; Remote sensing,20,Article,,remote_sensing; aerial,Dataset/Benchmark; Few-shot/Class-agnostic; Density-based; Detection/Segmentation-based,Dataset/Benchmark; Few-shot/Class-agnostic; Density-based; Detection/Segmentation-based,Remote Sensing Image,Density Map + Count; Boxes + Count,remote sensing/aerial,,Exclude,duplicate DOI,,,,dopnet dense object prediction network for multiclass object counting and localization in remote sensing images
SCOPUS_scopus_fewshot_exemplar_00126,Scopus,fewshot exemplar,scopus_fewshot_exemplar.csv,Channel Reduction for an EEG-Based Authentication System While Performing Motor Movements,Ketola E.C.; Barankovich M.; Schuckers S.; Ray-Dowling A.; Hou D.; Imtiaz M.H.,2022,Sensors,10.3390/s22239156,,https://www.scopus.com/pages/publications/85143708250?origin=resultslist,"Commercial use of biometric authentication is becoming increasingly popular, which has sparked the development of EEG-based authentication. To stimulate the brain and capture characteristic brain signals, these systems generally require the user to perform specific activities such as deeply concentrating on an image, mental activity, visual counting, etc. This study investigates whether effective authentication would be feasible for users tasked with a minimal daily activity such as lifting a tiny object. With this novel protocol, the minimum number of EEG electrodes (channels) with the highest performance (ranked) was identified to improve user comfort and acceptance over traditional 32–64 electrode-based EEG systems while also reducing the load of real-time data processing. For this proof of concept, a public dataset was employed, which contains 32 channels of EEG data from 12 participants performing a motor task without intent for authentication. The data was filtered into five frequency bands, and 12 different features were extracted to train a random forest-based machine learning model. All channels were ranked according to Gini Impurity. It was found that only 14 channels are required to perform authentication when EEG data is filtered into the Gamma sub-band within a 1% accuracy of using 32-channels. This analysis will allow (a) the design of a custom headset with 14 electrodes clustered over the frontal and occipital lobe of the brain, (b) a reduction in data collection difficulty while performing authentication, (c) minimizing dataset size to allow real-time authentication while maintaining reasonable performance, and (d) an API for use in ranking authentication performance in different headsets and tasks. © 2022 by the authors.",authentication; biometrics; channel reduction; electroencephalogram; machine learning; random forest,Biometric Identification; Brain; Electrodes; Electroencephalography; Humans; Authentication; Biometrics; Brain; Electrodes; Forestry; Machine learning; Real time systems; Authentication systems; Biometric authentication; Brain signals; Channel reduction; Commercial use; Machine-learning; Motor movements; Performance; Random forests; Specific activity; biometry; brain; electrode; electroencephalography; human; procedures; Electroencephalography,15,Article,,image,Dataset/Benchmark; Few-shot/Class-agnostic,Dataset/Benchmark; Few-shot/Class-agnostic,Image,Count Only,general visual counting,,Exclude,duplicate DOI,,,,channel reduction for an eeg based authentication system while performing motor movements
SCOPUS_scopus_fewshot_exemplar_00127,Scopus,fewshot exemplar,scopus_fewshot_exemplar.csv,DALL-EVAL: Probing the Reasoning Skills and Social Biases of Text-to-Image Generation Models,Cho J.; Zala A.; Bansal M.,2023,Proceedings of the IEEE International Conference on Computer Vision,10.1109/iccv51070.2023.00283,,https://www.scopus.com/pages/publications/85174100978?origin=resultslist,"Recently, DALL-E [45], a multimodal transformer language model, and its variants including diffusion models have shown high-quality text-to-image generation capabilities. However, despite the realistic image generation results, there has not been a detailed analysis of how to evaluate such models. In this work, we investigate the visual reasoning capabilities and social biases of different text-to-image models, covering both multimodal transformer language models and diffusion models. First, we measure three visual reasoning skills: object recognition, object counting, and spatial relation understanding. For this, we propose PaintSkills, a compositional diagnostic evaluation dataset that measures these skills. Despite the high-fidelity image generation capability, a large gap exists between the performance of recent models and the upper bound accuracy in object counting and spatial relation understanding skills. Second, we assess the gender and skin tone biases by measuring the gender/skin tone distribution of generated images across various professions and attributes. We demonstrate that recent text-to-image generation models learn specific biases about gender and skin tone from web image-text pairs. We hope our work will help guide future progress in improving text-to-image generation models on visual reasoning skills and learning socially unbiased representations. https://github.com/j-min/DallEval. © 2023 IEEE.",,Computational linguistics; Computer vision; Diffusion; HTTP; Object recognition; Visual languages; Diffusion model; High quality; Image generations; Language model; Multi-modal; Object counting; Relation understanding; Skin tone; Spatial relations; Visual reasoning; Image enhancement,165,Conference paper,,image,Dataset/Benchmark; Few-shot/Class-agnostic,Dataset/Benchmark; Few-shot/Class-agnostic,Image; Text Prompt,Count Only,general visual counting,,Exclude,duplicate DOI,,,,dall eval probing the reasoning skills and social biases of text to image generation models
SCOPUS_scopus_fewshot_exemplar_00128,Scopus,fewshot exemplar,scopus_fewshot_exemplar.csv,YOLO-family Comparison for Segmentation and Identification of Tomato Stems for Agronomic Tasks,Maslennikov V.; Denshchik D.; Komarova K.,2025,"Proceedings - 2025 IEEE Ural-Siberian Conference on Biomedical Engineering, Radioelectronics and Information Technology, USBEREIT 2025",10.1109/usbereit65494.2025.11054182,,https://www.scopus.com/pages/publications/105011286182?origin=resultslist,"This research addresses the application of YOLOv8 models for the detection and identification of tomato stems in greenhouse environments, with a focus on tackling the challenge of duplicate object counting due to overlapping frames in sequential images. A specialized dataset of sequential images was created, reflecting real-world conditions where tomato stems may appear multiple times across frames. The detection task was approached by training three variations of the YOLOv8 model (YOLOv8n, YOLOv8s, and YOLOv8m), with performance evaluated based on precision, recall, and accuracy of unique stem counting. The results showed that the YOLOv8s model, with 150 training epochs, achieved the highest accuracy of 87% for stem detection. To address the issue of duplicate stems, an algorithm based on LeViT-256 Feature Extractor was developed, extracting deep embeddings to compare objects across frames. The algorithm demonstrated an accuracy of 90% in removing duplicates, ensuring accurate stem counting. This study highlights the effectiveness of deep learning methods for agricultural monitoring tasks and offers a robust solution for automated tomato stem tracking in greenhouse settings. Future work will explore further optimization of detection models and deduplication methods to enhance monitoring accuracy under varying conditions. © 2025 IEEE.",agricultural monitoring; deduplication; deep learning; feature extraction; greenhouse monitoring; image segmentation; instance segmentation; LeViT; object detection; tomato stem detection; unique stem counting; YOLOv8,Agronomy; Computer vision; Extraction; Feature extraction; Fruits; Greenhouses; Learning systems; Object detection; Object recognition; Plants (botany); Agricultural monitoring; Deduplication; Deep learning; Features extraction; Greenhouse monitoring; Images segmentations; Instance segmentation; LeViT; Objects detection; Tomato stem detection; Unique stem counting; YOLOv8; Deep learning; Image segmentation,0,Conference paper,,video,Dataset/Benchmark; Few-shot/Class-agnostic; Detection/Segmentation-based; Tracking/Unique-count,Dataset/Benchmark; Few-shot/Class-agnostic; Detection/Segmentation-based; Tracking/Unique-count,Video,Tracks + Unique Count; Boxes + Count; Masks + Count,agriculture,,Exclude,duplicate DOI,,,,yolo family comparison for segmentation and identification of tomato stems for agronomic tasks
